Description,TIMESTAMP
Statistics: FilesDownloaded:45; TotalNumberOfFiles:706801; SnapshotSizeBytes:78682366768; ReusedBytes:78671798399; DownloadedBytes:10219544; RunTimeInSec:120; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625643819663; FilesFilterOutBySize:0,2020-07-07T08:52:14.8486636Z
Statistics: FilesDownloaded:27; TotalNumberOfFiles:925105; SnapshotSizeBytes:3224952079142; ReusedBytes:3224951523944; DownloadedBytes:0; RunTimeInSec:289; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T08:52:55.2739507Z
Statistics: FilesDownloaded:46; TotalNumberOfFiles:707514; SnapshotSizeBytes:78683137362; ReusedBytes:78577590437; DownloadedBytes:104868778; RunTimeInSec:455; ManifestTimeSec:17; CleanupTimeSec:301; CSWDoneSizeBytes:2625651113693; FilesFilterOutBySize:0,2020-07-07T08:54:02.5151582Z
Statistics: FilesDownloaded:22; TotalNumberOfFiles:706801; SnapshotSizeBytes:78682366620; ReusedBytes:78682014191; DownloadedBytes:0; RunTimeInSec:121; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625643819663; FilesFilterOutBySize:0,2020-07-07T08:54:16.9694662Z
Statistics: FilesDownloaded:21; TotalNumberOfFiles:706801; SnapshotSizeBytes:78682366909; ReusedBytes:78682065405; DownloadedBytes:0; RunTimeInSec:125; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625643819341; FilesFilterOutBySize:0,2020-07-07T08:56:22.5234882Z
Statistics: FilesDownloaded:127; TotalNumberOfFiles:925105; SnapshotSizeBytes:3224952115205; ReusedBytes:3224661972115; DownloadedBytes:289680918; RunTimeInSec:295; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T08:57:51.6038646Z
Statistics: FilesDownloaded:31; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685354674; ReusedBytes:78681748400; DownloadedBytes:3143583; RunTimeInSec:122; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640831710; FilesFilterOutBySize:0,2020-07-07T08:58:25.5242771Z
Statistics: FilesDownloaded:25; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685355116; ReusedBytes:78684981220; DownloadedBytes:88651; RunTimeInSec:121; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640831458; FilesFilterOutBySize:0,2020-07-07T09:00:27.5630664Z
Statistics: FilesDownloaded:57; TotalNumberOfFiles:707514; SnapshotSizeBytes:78693175792; ReusedBytes:78682357199; DownloadedBytes:10219544; RunTimeInSec:433; ManifestTimeSec:16; CleanupTimeSec:301; CSWDoneSizeBytes:2625641074781; FilesFilterOutBySize:0,2020-07-07T09:01:16.7031783Z
Statistics: FilesDownloaded:26; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685354786; ReusedBytes:78684904502; DownloadedBytes:6722; RunTimeInSec:117; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640831790; FilesFilterOutBySize:0,2020-07-07T09:02:25.833037Z
Statistics: FilesDownloaded:30; TotalNumberOfFiles:925105; SnapshotSizeBytes:3224952115223; ReusedBytes:3224948414818; DownloadedBytes:3225508; RunTimeInSec:290; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:02:42.2943283Z
Statistics: FilesDownloaded:23; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685354588; ReusedBytes:78684964858; DownloadedBytes:0; RunTimeInSec:121; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640831972; FilesFilterOutBySize:0,2020-07-07T09:04:28.1920271Z
Statistics: FilesDownloaded:31; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685354959; ReusedBytes:78600354977; DownloadedBytes:84615295; RunTimeInSec:124; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640831720; FilesFilterOutBySize:0,2020-07-07T09:06:33.0540042Z
Statistics: FilesDownloaded:143; TotalNumberOfFiles:925105; SnapshotSizeBytes:3224952139047; ReusedBytes:3224668522601; DownloadedBytes:283070984; RunTimeInSec:295; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:07:38.3894807Z
Statistics: FilesDownloaded:47; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696163674; ReusedBytes:78692324749; DownloadedBytes:3232230; RunTimeInSec:435; ManifestTimeSec:18; CleanupTimeSec:301; CSWDoneSizeBytes:2625638087160; FilesFilterOutBySize:0,2020-07-07T09:08:33.0265366Z
Statistics: FilesDownloaded:30; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685356380; ReusedBytes:78684963016; DownloadedBytes:0; RunTimeInSec:119; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640832042; FilesFilterOutBySize:0,2020-07-07T09:08:33.030086Z
Statistics: FilesDownloaded:20; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685356760; ReusedBytes:78685067060; DownloadedBytes:0; RunTimeInSec:119; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640831710; FilesFilterOutBySize:0,2020-07-07T09:10:32.4231695Z
Statistics: FilesDownloaded:27; TotalNumberOfFiles:925105; SnapshotSizeBytes:3224952140910; ReusedBytes:3224951677613; DownloadedBytes:0; RunTimeInSec:289; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:12:28.3742423Z
Statistics: FilesDownloaded:25; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685355047; ReusedBytes:78685009812; DownloadedBytes:6720; RunTimeInSec:119; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640831790; FilesFilterOutBySize:0,2020-07-07T09:12:32.2043019Z
Statistics: FilesDownloaded:27; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685354194; ReusedBytes:78684991935; DownloadedBytes:0; RunTimeInSec:119; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640832304; FilesFilterOutBySize:0,2020-07-07T09:14:32.0913446Z
Statistics: FilesDownloaded:48; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696165624; ReusedBytes:78610333274; DownloadedBytes:85118418; RunTimeInSec:451; ManifestTimeSec:15; CleanupTimeSec:301; CSWDoneSizeBytes:2625638087160; FilesFilterOutBySize:0,2020-07-07T09:16:05.1698389Z
Statistics: FilesDownloaded:21; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685354450; ReusedBytes:78685027955; DownloadedBytes:6706; RunTimeInSec:119; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640832052; FilesFilterOutBySize:0,2020-07-07T09:16:31.6291893Z
Statistics: FilesDownloaded:24; TotalNumberOfFiles:925105; SnapshotSizeBytes:3224952139087; ReusedBytes:3224951694622; DownloadedBytes:0; RunTimeInSec:301; ManifestTimeSec:25; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:17:30.8375057Z
Statistics: FilesDownloaded:45; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685394159; ReusedBytes:78680592297; DownloadedBytes:4362768; RunTimeInSec:119; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640795323; FilesFilterOutBySize:0,2020-07-07T09:18:31.9248482Z
Statistics: FilesDownloaded:24; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685394315; ReusedBytes:78685118525; DownloadedBytes:6748; RunTimeInSec:125; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640795323; FilesFilterOutBySize:0,2020-07-07T09:20:37.7575624Z
Statistics: FilesDownloaded:48; TotalNumberOfFiles:925105; SnapshotSizeBytes:3224952142295; ReusedBytes:3224947281441; DownloadedBytes:4362768; RunTimeInSec:289; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:22:20.5973804Z
Statistics: FilesDownloaded:29; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685393450; ReusedBytes:78685017343; DownloadedBytes:0; RunTimeInSec:121; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640795917; FilesFilterOutBySize:0,2020-07-07T09:22:39.8162854Z
Statistics: FilesDownloaded:60; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696202652; ReusedBytes:78691171005; DownloadedBytes:4369474; RunTimeInSec:433; ManifestTimeSec:16; CleanupTimeSec:301; CSWDoneSizeBytes:2625638051037; FilesFilterOutBySize:0,2020-07-07T09:23:19.5031739Z
Statistics: FilesDownloaded:24; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685394330; ReusedBytes:78685039656; DownloadedBytes:6716; RunTimeInSec:118; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640795403; FilesFilterOutBySize:0,2020-07-07T09:24:38.8680275Z
Statistics: FilesDownloaded:29; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685409468; ReusedBytes:78580810372; DownloadedBytes:104244253; RunTimeInSec:124; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640780162; FilesFilterOutBySize:0,2020-07-07T09:26:43.4138793Z
Statistics: FilesDownloaded:38; TotalNumberOfFiles:925114; SnapshotSizeBytes:3224952156248; ReusedBytes:3224672575790; DownloadedBytes:279131668; RunTimeInSec:295; ManifestTimeSec:14; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:27:16.5025213Z
Statistics: FilesDownloaded:24; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685409651; ReusedBytes:78685049702; DownloadedBytes:0; RunTimeInSec:120; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640779910; FilesFilterOutBySize:0,2020-07-07T09:28:43.9738763Z
Statistics: FilesDownloaded:24; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685409792; ReusedBytes:78685109319; DownloadedBytes:6714; RunTimeInSec:121; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640779568; FilesFilterOutBySize:0,2020-07-07T09:30:45.4600659Z
Statistics: FilesDownloaded:45; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696218420; ReusedBytes:78590779612; DownloadedBytes:104871460; RunTimeInSec:452; ManifestTimeSec:19; CleanupTimeSec:301; CSWDoneSizeBytes:2625638035614; FilesFilterOutBySize:0,2020-07-07T09:30:52.7450927Z
Statistics: FilesDownloaded:21; TotalNumberOfFiles:925114; SnapshotSizeBytes:3224952156204; ReusedBytes:3224951724756; DownloadedBytes:0; RunTimeInSec:300; ManifestTimeSec:26; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:32:17.3367098Z
Statistics: FilesDownloaded:34; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685410006; ReusedBytes:78684902571; DownloadedBytes:6724; RunTimeInSec:122; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640779648; FilesFilterOutBySize:0,2020-07-07T09:32:48.2509612Z
Statistics: FilesDownloaded:23; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685415663; ReusedBytes:78685126437; DownloadedBytes:0; RunTimeInSec:120; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640779830; FilesFilterOutBySize:0,2020-07-07T09:34:49.3612359Z
Statistics: FilesDownloaded:27; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685415979; ReusedBytes:78684905972; DownloadedBytes:0; RunTimeInSec:119; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640779316; FilesFilterOutBySize:0,2020-07-07T09:36:49.687138Z
Statistics: FilesDownloaded:27; TotalNumberOfFiles:925114; SnapshotSizeBytes:3224952156350; ReusedBytes:3224951678142; DownloadedBytes:0; RunTimeInSec:287; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:37:05.1994321Z
Statistics: FilesDownloaded:43; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696218314; ReusedBytes:78695606910; DownloadedBytes:6724; RunTimeInSec:433; ManifestTimeSec:16; CleanupTimeSec:302; CSWDoneSizeBytes:2625638035614; FilesFilterOutBySize:0,2020-07-07T09:38:07.8500319Z
Statistics: FilesDownloaded:26; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685415683; ReusedBytes:78685051161; DownloadedBytes:113648; RunTimeInSec:121; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640779568; FilesFilterOutBySize:0,2020-07-07T09:38:51.7394023Z
Statistics: FilesDownloaded:24; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685416173; ReusedBytes:78684991298; DownloadedBytes:0; RunTimeInSec:121; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640779316; FilesFilterOutBySize:0,2020-07-07T09:40:53.6963302Z
Statistics: FilesDownloaded:26; TotalNumberOfFiles:925114; SnapshotSizeBytes:3224952161988; ReusedBytes:3224951518944; DownloadedBytes:106932; RunTimeInSec:288; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:41:53.8162754Z
Statistics: FilesDownloaded:31; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685415675; ReusedBytes:78685097595; DownloadedBytes:6708; RunTimeInSec:121; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640779856; FilesFilterOutBySize:0,2020-07-07T09:42:55.5928957Z
Statistics: FilesDownloaded:27; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685414968; ReusedBytes:78685004454; DownloadedBytes:0; RunTimeInSec:122; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640780450; FilesFilterOutBySize:0,2020-07-07T09:44:58.9123132Z
Statistics: FilesDownloaded:43; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696224338; ReusedBytes:78695449788; DownloadedBytes:113648; RunTimeInSec:436; ManifestTimeSec:16; CleanupTimeSec:302; CSWDoneSizeBytes:2625638035326; FilesFilterOutBySize:0,2020-07-07T09:45:25.4514342Z
Statistics: FilesDownloaded:28; TotalNumberOfFiles:925114; SnapshotSizeBytes:3224952162224; ReusedBytes:3224951670205; DownloadedBytes:0; RunTimeInSec:308; ManifestTimeSec:32; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:47:02.7523032Z
Statistics: FilesDownloaded:29; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685415234; ReusedBytes:78685016541; DownloadedBytes:6734; RunTimeInSec:126; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640780118; FilesFilterOutBySize:0,2020-07-07T09:47:05.5406723Z
Statistics: FilesDownloaded:29; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685415315; ReusedBytes:78684930532; DownloadedBytes:0; RunTimeInSec:124; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640780118; FilesFilterOutBySize:0,2020-07-07T09:49:10.1094686Z
Statistics: FilesDownloaded:22; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685415744; ReusedBytes:78685120320; DownloadedBytes:0; RunTimeInSec:122; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640779604; FilesFilterOutBySize:0,2020-07-07T09:51:13.0117459Z
Statistics: FilesDownloaded:29; TotalNumberOfFiles:925114; SnapshotSizeBytes:3224952162034; ReusedBytes:3224951674581; DownloadedBytes:0; RunTimeInSec:288; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:51:51.9042009Z
Statistics: FilesDownloaded:44; TotalNumberOfFiles:706596; SnapshotSizeBytes:73848562014; ReusedBytes:73847940709; DownloadedBytes:6734; RunTimeInSec:421; ManifestTimeSec:16; CleanupTimeSec:301; CSWDoneSizeBytes:2439167051819; FilesFilterOutBySize:0,2020-07-07T09:52:27.8553414Z
Statistics: FilesDownloaded:41; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685416199; ReusedBytes:78580616172; DownloadedBytes:104281982; RunTimeInSec:125; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640778067; FilesFilterOutBySize:0,2020-07-07T09:53:19.0638713Z
Statistics: FilesDownloaded:31; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685416318; ReusedBytes:78685041681; DownloadedBytes:35098; RunTimeInSec:123; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640778067; FilesFilterOutBySize:0,2020-07-07T09:55:23.1474367Z
Statistics: FilesDownloaded:56; TotalNumberOfFiles:925110; SnapshotSizeBytes:3224952073122; ReusedBytes:3224672259504; DownloadedBytes:279219605; RunTimeInSec:293; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T09:56:45.9963462Z
Statistics: FilesDownloaded:41; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685415508; ReusedBytes:78684849702; DownloadedBytes:146891; RunTimeInSec:127; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:2625640776986; FilesFilterOutBySize:0,2020-07-07T09:57:31.0741693Z
Statistics: FilesDownloaded:32; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685414358; ReusedBytes:78684968895; DownloadedBytes:35127; RunTimeInSec:118; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640778147; FilesFilterOutBySize:0,2020-07-07T09:59:30.3048824Z
Statistics: FilesDownloaded:49; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696225137; ReusedBytes:78590609596; DownloadedBytes:104902473; RunTimeInSec:455; ManifestTimeSec:17; CleanupTimeSec:301; CSWDoneSizeBytes:2625638033517; FilesFilterOutBySize:0,2020-07-07T10:00:04.0247134Z
Statistics: FilesDownloaded:24; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685414507; ReusedBytes:78685064703; DownloadedBytes:6714; RunTimeInSec:117; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640778067; FilesFilterOutBySize:0,2020-07-07T10:01:28.0580656Z
Statistics: FilesDownloaded:47; TotalNumberOfFiles:925110; SnapshotSizeBytes:3224952071194; ReusedBytes:3224951372354; DownloadedBytes:210400; RunTimeInSec:303; ManifestTimeSec:28; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T10:01:49.6394698Z
Statistics: FilesDownloaded:22; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685414715; ReusedBytes:78685075155; DownloadedBytes:0; RunTimeInSec:118; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640777815; FilesFilterOutBySize:0,2020-07-07T10:03:26.7858478Z
Statistics: FilesDownloaded:30; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685414984; ReusedBytes:78684859004; DownloadedBytes:0; RunTimeInSec:123; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:2625640777495; FilesFilterOutBySize:0,2020-07-07T10:05:31.223283Z
Statistics: FilesDownloaded:25; TotalNumberOfFiles:925110; SnapshotSizeBytes:3224952071148; ReusedBytes:3224951589983; DownloadedBytes:0; RunTimeInSec:287; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T10:06:37.7104481Z
Statistics: FilesDownloaded:60; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696222786; ReusedBytes:78695398711; DownloadedBytes:217114; RunTimeInSec:429; ManifestTimeSec:15; CleanupTimeSec:301; CSWDoneSizeBytes:2625638034089; FilesFilterOutBySize:0,2020-07-07T10:07:15.0908742Z
Statistics: FilesDownloaded:40; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685414587; ReusedBytes:78684936619; DownloadedBytes:110786; RunTimeInSec:125; ManifestTimeSec:14; CleanupTimeSec:0; CSWDoneSizeBytes:2625640777815; FilesFilterOutBySize:0,2020-07-07T10:07:37.5408012Z
Statistics: FilesDownloaded:30; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685420492; ReusedBytes:78684589168; DownloadedBytes:507944; RunTimeInSec:123; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:2625640772105; FilesFilterOutBySize:0,2020-07-07T10:09:41.1008104Z
Statistics: FilesDownloaded:296; TotalNumberOfFiles:925110; SnapshotSizeBytes:3224952067876; ReusedBytes:3224601220639; DownloadedBytes:350268946; RunTimeInSec:295; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T10:11:33.1085158Z
Statistics: FilesDownloaded:27; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685420220; ReusedBytes:78685068180; DownloadedBytes:6734; RunTimeInSec:125; ManifestTimeSec:16; CleanupTimeSec:0; CSWDoneSizeBytes:2625640772357; FilesFilterOutBySize:0,2020-07-07T10:11:46.6555528Z
Statistics: FilesDownloaded:42; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685426631; ReusedBytes:78578237928; DownloadedBytes:106652232; RunTimeInSec:131; ManifestTimeSec:14; CleanupTimeSec:0; CSWDoneSizeBytes:2625640772053; FilesFilterOutBySize:0,2020-07-07T10:13:58.6079716Z
Statistics: FilesDownloaded:73; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696228773; ReusedBytes:78694760335; DownloadedBytes:756041; RunTimeInSec:435; ManifestTimeSec:18; CleanupTimeSec:301; CSWDoneSizeBytes:2625638028115; FilesFilterOutBySize:0,2020-07-07T10:14:31.7067243Z
Statistics: FilesDownloaded:23; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685428521; ReusedBytes:78685155645; DownloadedBytes:6734; RunTimeInSec:126; ManifestTimeSec:13; CleanupTimeSec:0; CSWDoneSizeBytes:2625640772053; FilesFilterOutBySize:0,2020-07-07T10:16:05.5090468Z
Statistics: FilesDownloaded:35; TotalNumberOfFiles:925110; SnapshotSizeBytes:3224952068270; ReusedBytes:3224951509044; DownloadedBytes:68083; RunTimeInSec:298; ManifestTimeSec:24; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T10:16:32.1105772Z
Statistics: FilesDownloaded:27; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685426393; ReusedBytes:78684934264; DownloadedBytes:0; RunTimeInSec:122; ManifestTimeSec:11; CleanupTimeSec:0; CSWDoneSizeBytes:2625640772043; FilesFilterOutBySize:0,2020-07-07T10:18:08.8262902Z
Statistics: FilesDownloaded:25; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685426323; ReusedBytes:78684998683; DownloadedBytes:6748; RunTimeInSec:122; ManifestTimeSec:10; CleanupTimeSec:0; CSWDoneSizeBytes:2625640772053; FilesFilterOutBySize:0,2020-07-07T10:20:11.3148167Z
Statistics: FilesDownloaded:23; TotalNumberOfFiles:925110; SnapshotSizeBytes:3224952067863; ReusedBytes:3224951600801; DownloadedBytes:0; RunTimeInSec:288; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T10:21:21.3345062Z
Statistics: FilesDownloaded:49; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696237312; ReusedBytes:78588329103; DownloadedBytes:107311612; RunTimeInSec:451; ManifestTimeSec:15; CleanupTimeSec:301; CSWDoneSizeBytes:2625638027493; FilesFilterOutBySize:0,2020-07-07T10:22:04.0653911Z
Statistics: FilesDownloaded:23; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685427062; ReusedBytes:78685045878; DownloadedBytes:0; RunTimeInSec:119; ManifestTimeSec:9; CleanupTimeSec:0; CSWDoneSizeBytes:2625640771480; FilesFilterOutBySize:0,2020-07-07T10:22:11.2285297Z
Statistics: FilesDownloaded:28; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685427023; ReusedBytes:78685069039; DownloadedBytes:6742; RunTimeInSec:119; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640771433; FilesFilterOutBySize:0,2020-07-07T10:24:11.0984909Z
Statistics: FilesDownloaded:19; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685426995; ReusedBytes:78685052826; DownloadedBytes:0; RunTimeInSec:122; ManifestTimeSec:11; CleanupTimeSec:0; CSWDoneSizeBytes:2625640771503; FilesFilterOutBySize:0,2020-07-07T10:26:14.3173675Z
Statistics: FilesDownloaded:24; TotalNumberOfFiles:925110; SnapshotSizeBytes:3224952068055; ReusedBytes:3224951521813; DownloadedBytes:0; RunTimeInSec:301; ManifestTimeSec:25; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T10:26:22.7362794Z
Statistics: FilesDownloaded:19; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685427283; ReusedBytes:78685206051; DownloadedBytes:6732; RunTimeInSec:122; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640771171; FilesFilterOutBySize:0,2020-07-07T10:28:17.0731903Z
Statistics: FilesDownloaded:40; TotalNumberOfFiles:707514; SnapshotSizeBytes:78696235933; ReusedBytes:78695530621; DownloadedBytes:6742; RunTimeInSec:433; ManifestTimeSec:16; CleanupTimeSec:301; CSWDoneSizeBytes:2625638026873; FilesFilterOutBySize:0,2020-07-07T10:29:18.5789436Z
Statistics: FilesDownloaded:19; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685426792; ReusedBytes:78685030317; DownloadedBytes:0; RunTimeInSec:120; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640771423; FilesFilterOutBySize:0,2020-07-07T10:30:17.7178199Z
Statistics: FilesDownloaded:23; TotalNumberOfFiles:925110; SnapshotSizeBytes:3224952067750; ReusedBytes:3224670397431; DownloadedBytes:281257566; RunTimeInSec:293; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T10:31:16.9083317Z
Statistics: FilesDownloaded:21; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685426459; ReusedBytes:78685120549; DownloadedBytes:0; RunTimeInSec:122; ManifestTimeSec:10; CleanupTimeSec:0; CSWDoneSizeBytes:2625640772053; FilesFilterOutBySize:0,2020-07-07T10:32:20.3895962Z
Statistics: FilesDownloaded:28; TotalNumberOfFiles:706801; SnapshotSizeBytes:78685426472; ReusedBytes:78578692600; DownloadedBytes:106487095; RunTimeInSec:127; ManifestTimeSec:8; CleanupTimeSec:0; CSWDoneSizeBytes:2625640772002; FilesFilterOutBySize:0,2020-07-07T10:34:28.1503775Z
Statistics: FilesDownloaded:21; TotalNumberOfFiles:925110; SnapshotSizeBytes:3224952067660; ReusedBytes:3224951612448; DownloadedBytes:0; RunTimeInSec:285; ManifestTimeSec:12; CleanupTimeSec:0; CSWDoneSizeBytes:0; FilesFilterOutBySize:0,2020-07-07T10:36:03.2002855Z
